512.834,657.855
522.658,666.078
532.671,674.404
542.875,682.834
553.275,691.369
563.875,700.011
574.677,708.761
585.686,717.621
596.906,726.591
608.341,735.674
619.995,744.870
631.873,754.180
643.977,763.608
656.314,773.153
668.887,782.817
681.701,792.602
694.761,802.510
708.071,812.541
721.635,822.698
735.460,832.982
749.549,843.394
763.908,853.937
778.543,864.611
793.457,875.418
808.658,886.361
824.149,897.441
839.938,908.659
856.029,920.017
872.428,931.517
889.141,943.161
906.174,954.951
923.534,966.887
941.226,978.974
959.258,991.211
977.634,1.003.601
996.363,1.016.146
1.015.451,1.028.848
0,1.041.708
